id,name,district,region,ig_address,game_x,game_y,real_life,real_lat,real_lng,tags,ingame_photo,reallife_photo
L1175,?,,Key Lento,"?, Key Lento",-2849.2200000000003,-6484.4345,,,,,landmarks/Key_Lento/L1175_unnamed_ingame.jpg,
L1176,?,,Key Lento,"?, Key Lento",-2726.7700000000004,-6043.518,,,,,landmarks/Key_Lento/L1176_unnamed_ingame.jpg,
L1177,?,,Key Lento,"?, Key Lento",-2712.047,-6022.208,,,,,landmarks/Key_Lento/L1177_unnamed_ingame.jpg,
L1178,?,,Key Lento,"?, Key Lento",-2709.782,-6004.7654999999995,,,,,landmarks/Key_Lento/L1178_unnamed_ingame.jpg,
L1179,?,,Key Lento,"?, Key Lento",-2708.447,-5987.356,,,,,landmarks/Key_Lento/L1179_unnamed_ingame.jpg,
L1180,?,,Key Lento,"?, Key Lento",-2701.009,-5970.914,,,,,landmarks/Key_Lento/L1180_unnamed_ingame.jpg,
L1181,?,,Key Lento,"?, Key Lento",-2692.722,-5956.625,,,,,landmarks/Key_Lento/L1181_unnamed_ingame.jpg,
L1182,?,,Key Lento,"?, Key Lento",-2264.442,-5394.231,,,,,landmarks/Key_Lento/L1182_unnamed_ingame.jpg,
L1183,?,,Key Lento,"?, Key Lento",-2263.6330000000003,-5365.09,,,,,landmarks/Key_Lento/L1183_unnamed_ingame.jpg,
L1184,?,,Key Lento,"?, Key Lento",-2275.561,-5294.568,,,,,landmarks/Key_Lento/L1184_unnamed_ingame.jpg,
L1185,?,,Key Lento,"?, Key Lento",-2459.11,-5655.11,,,,,,
L1186,?,,Key Lento,"?, Key Lento",-2397.465,-5872.4545,,,,,landmarks/Key_Lento/L1186_unnamed_ingame.jpg,
L1187,?,,Key Lento,"?, Key Lento",-2289.5060000000003,-5804.831,,,,,landmarks/Key_Lento/L1187_unnamed_ingame.jpg,
L1188,Gas Station,,Mariana County,"Gas Station, Mariana County",-4094.5021326251044,-2384.483876783495,"999 W Flagler St, Miami, FL 33130, USA",25.7737578,-80.2113035,retail unconfirmed,landmarks/Mariana_County/L1188_Gas_Station_ingame.jpg,landmarks/Mariana_County/L1188_Gas_Station_reallife.jpg
L1189,?,,Key Lento,"?, Key Lento",-1909.1062792188009,-5571.580065563677,,,,residential,landmarks/Key_Lento/L1189_unnamed_ingame.jpg,
L1190,?,,Key Lento,"?, Key Lento",-2797.379,-6254.534,,,,,landmarks/Key_Lento/L1190_unnamed_ingame.jpg,
L1191,?,,Key Lento,"?, Key Lento",-2754.759,-6238.864,"100410 Overseas Hwy, Key Largo, FL 33037, USA",25.1022271,-80.43304669999999,,landmarks/Key_Lento/L1191_unnamed_ingame.jpg,landmarks/Key_Lento/L1191_unnamed_reallife.jpg
L1192,?,,Key Lento,"?, Key Lento",-2740.013,-6175.836,,,,,landmarks/Key_Lento/L1192_unnamed_ingame.jpg,
L1193,?,,Key Lento,"?, Key Lento",-2723.413,-6144.1095,,,,,landmarks/Key_Lento/L1193_unnamed_ingame.jpg,
L1194,?,,Key Lento,"?, Key Lento",-2719.129,-6183.2245,,,,,landmarks/Key_Lento/L1194_unnamed_ingame.jpg,
L1195,?,,Key Lento,"?, Key Lento",-2701.009,-6160.568,,,,,landmarks/Key_Lento/L1195_unnamed_ingame.jpg,
L1196,?,,Key Lento,"?, Key Lento",-2681.909,-6140.9385,,,,,landmarks/Key_Lento/L1196_unnamed_ingame.jpg,
L1197,?,,Key Lento,"?, Key Lento",-2124.885,-5754.441,,,,,landmarks/Key_Lento/L1197_unnamed_ingame.jpg,
L1198,?,,Key Lento,"?, Key Lento",-2035.9046672211725,-5694.14854080099,,,,,landmarks/Key_Lento/L1198_unnamed_ingame.jpg,
L1199,?,,Ambrosia,"?, Ambrosia",-2755.657072833099,4590.050949680564,,,,,landmarks/Ambrosia/L1199_unnamed_ingame.jpg,
L1200,?,,Ambrosia,"?, Ambrosia",-2868.61588797484,4371.213152398845,,,,,landmarks/Ambrosia/L1200_unnamed_ingame.jpg,
L1201,?,,Port Gellhorn,"?, Port Gellhorn",-6992.8502507798385,4972.859537726231,"West Rock Paper Mill, 1 S Everitt Ave, Panama City, FL 32401, USA",30.1439428,-85.6215067,industrial,landmarks/Port_Gellhorn/L1201_unnamed_ingame.jpg,landmarks/Port_Gellhorn/L1201_unnamed_reallife.jpg
L1202,?,,Mariana County,"?, Mariana County",-6370.092573945486,-6706.106343030114,"67900 Overseas Hwy, Layton, FL 33001, USA",24.8221977,-80.82093760000001,unconfirmed,landmarks/Mariana_County/L1202_unnamed_ingame.jpg,landmarks/Mariana_County/L1202_unnamed_reallife.jpg
L1203,Water Tower?,,Mariana County,"Water Tower?, Mariana County",-6810.850144432614,-6344.798469427663,,,,,landmarks/Mariana_County/L1203_Water_Tower_ingame.jpg,
L1204,?,Ocean Beach,Vice Beach,"?, Thompson Ave, Ocean Beach, Vice Beach",1787.067,1012.731,,,,//green,,
L1205,?,,Kelly County,"?, Kelly County",-5323.49,3494.981,,,,,landmarks/Kelly_County/L1205_unnamed_ingame.jpg,
L1206,?,,Rialto Islands,"?, Rialto Islands",616.5835889988376,1292.4049597106255,"610 W Dilido Dr, Miami Beach, FL 33139, USA",25.7930174,-80.1599966,residential reused,landmarks/Rialto_Islands/L1206_unnamed_ingame.jpg,landmarks/Rialto_Islands/L1206_unnamed_reallife.jpg
L1207,Fire Danger Sign,,Mount Kalaga National Park,"Fire Danger Sign, Mount Kalaga National Park",,,,,,landmark,landmarks/Mount_Kalaga_National_Park/L1207_Fire_Danger_Sign_ingame.jpg,landmarks/Mount_Kalaga_National_Park/L1207_Fire_Danger_Sign_reallife.jpg
L1208,?,,Rialto Islands,"?, Rialto Islands",477.8554999999999,1295.2895,,,,residential,landmarks/Rialto_Islands/L1208_unnamed_ingame.jpg,
L1209,?,,Rialto Islands,"?, Rialto Islands",466.51599999999996,1336.3265000000001,"240 W San Marino Dr, Miami Beach, FL 33139, USA",25.7910281,-80.1637744,residential,,
L1210,?,,Rialto Islands,"?, Rialto Islands",458.46349999999995,1354.8535,"302 W San Marino Dr, Miami Beach, FL 33139, USA",25.7916908,-80.1638251,residential,landmarks/Rialto_Islands/L1210_unnamed_ingame.jpg,
L1211,?,,Rialto Islands,"?, Rialto Islands",457.7784999999999,1442.205,,,,residential,,
L1212,?,,Rialto Islands,"?, Rialto Islands",549.1323310636662,1275.8667300373868,"212 W Dilido Dr, Miami Beach, FL 33139, USA",25.7887213,-80.1596821,residential reused,landmarks/Rialto_Islands/L1212_unnamed_ingame.jpg,landmarks/Rialto_Islands/L1212_unnamed_reallife.jpg
L1213,?,,Rialto Islands,"?, Rialto Islands",570.9356189987963,1199.1526909850613,,,,residential,landmarks/Rialto_Islands/L1213_unnamed_ingame.jpg,
L1214,?,,Rialto Islands,"?, Rialto Islands",888.0957540897635,1265.3098108011677,"1374b S Venetian Way, Miami Beach, FL 33139, USA",25.7897526,-80.1673089,residential,landmarks/Rialto_Islands/L1214_unnamed_ingame.jpg,landmarks/Rialto_Islands/L1214_unnamed_reallife.jpg
L1215,?,,Rialto Islands,"?, Rialto Islands",925.5033117945978,1276.6809422589417,"205 E San Marino Dr, Miami Beach, FL 33139, USA",25.7900275,-80.1621065,residential,landmarks/Rialto_Islands/L1215_unnamed_ingame.jpg,landmarks/Rialto_Islands/L1215_unnamed_reallife.jpg
L1216,?,,Rialto Islands,"?, Rialto Islands",997.1496231538689,1297.6995150591633,"314 W San Marino Dr, Miami Beach, FL 33139, USA",25.7920094,-80.1637936,residential,landmarks/Rialto_Islands/L1216_unnamed_ingame.jpg,landmarks/Rialto_Islands/L1216_unnamed_reallife.jpg
L1217,?,,Rialto Islands,"?, Rialto Islands",1022.2388903880629,1321.5099435158754,"1239 N Venetian Way, Miami Beach, FL 33139, USA",25.7911298,-80.1697116,residential,landmarks/Rialto_Islands/L1217_unnamed_ingame.jpg,landmarks/Rialto_Islands/L1217_unnamed_reallife.jpg
L1218,?,,Rialto Islands,"?, Rialto Islands",1024.7810659548845,1351.2971791244486,"205 E San Marino Dr, Miami Beach, FL 33139, USA",25.7900275,-80.1621065,residential,landmarks/Rialto_Islands/L1218_unnamed_ingame.jpg,landmarks/Rialto_Islands/L1218_unnamed_reallife.jpg
L1219,?,,Vice Beach,"?, Vice Beach",1190.7625357591542,1700.556757986344,,,,,,
L1220,?,,Vice Beach,"?, Vice Beach",1174.2695253169418,2397.8620202535535,"Indian Creek Village Police, 9080 Bay Dr, Indian Creek, FL 33154, USA",25.8775785,-80.1298017,,landmarks/Vice_Beach/L1220_unnamed_ingame.jpg,landmarks/Vice_Beach/L1220_unnamed_reallife.jpg
L1221,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1657.5655000000002,1270.8105,"560 Lincoln Rd, Miami Beach, FL 33139, USA",25.7902355,-80.1339443,,landmarks/Vice_Beach/L1221_unnamed_ingame.jpg,landmarks/Vice_Beach/L1221_unnamed_reallife.jpg
L1222,?,Ocean Beach,Vice Beach,"?, Mid, Ocean Beach, Vice Beach",1794.6,1366.6589999999999,"312 Lincoln Rd, Miami Beach, FL 33139, USA",25.7901544,-80.130996,unconfirmed,landmarks/Vice_Beach/L1222_unnamed_ingame.jpg,landmarks/Vice_Beach/L1222_unnamed_reallife.jpg
L1223,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1819.6,1377.6589999999999,,,,,,
L1224,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1821.6,1357.9089999999999,,,,,,
L1225,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1848.6,1356.1589999999999,"1652 Collins Ave, Miami Beach, FL 33139, USA",25.7910322,-80.1301099,unconfirmed,,
L1226,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1788.6,1306.409,"818 Lincoln Rd, Miami Beach, FL 33139, USA",25.7902572,-80.137023,,,
L1227,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1811.1,1314.159,,,,,,
L1228,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1813.6,1288.409,,,,,,
L1229,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1840.1019999999999,1308.909,"216 Lincoln Rd, Miami Beach, FL 33139, USA",25.7905697,-80.1304431,,,
L1230,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1664.05,1130.518,,,,,,
L1231,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1674.5520000000001,1077.268,"434 16th St, Miami Beach, FL 33139, USA",25.7889339,-80.13258689999999,,,
L1232,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1657.5520000000001,1053.518,"1561 Drexel Ave, Miami Beach, FL 33139, USA",25.7886344,-80.1327089,,,
L1233,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1625.05,920.2679999999999,"Boutique South Beach, 420 15th St, Miami Beach, FL 33139, USA",25.7873428,-80.1322835,//todo retail,,
L1234,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1623.55,892.5179999999999,"432 Española Wy, Miami Beach, FL 33139, USA",25.7868557,-80.1325694,//todo,,
L1235,Lake,,Waning Sands,"Lake, Waning Sands",47.64831855024954,3511.8698407248753,,,,,,
L1236,?,Ocean Beach,Vice Beach,"?, Thompson Ave, Ocean Beach, Vice Beach",1800.052,876.018,"536 14th St, Miami Beach, FL 33139, USA",25.7851552,-80.1337671,unconfirmed,,landmarks/Vice_Beach/L1236_unnamed_reallife.jpg
L1237,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1781.55,113.76800000000003,"760 Washington Ave, Miami Beach, FL 33139, USA",25.7781805,-80.1335332,,,
L1238,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1780.5585,103.94200000000001,"710 Washington Ave, Miami Beach, FL 33139, USA",25.7772236,-80.1337243,,,
L1239,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1893.659365197611,-200.4652786919008,"200 South Pointe Dr, Miami Beach, FL 33139, USA",25.7676276,-80.133639,,,
L1240,Whiz,,Hamlet,"Whiz, Hamlet",-2223.9860000000003,-3286.294,"Boost Mobile, 1485 NE 1st Ave, Florida City, FL 33034, USA",25.4623555,-80.47460579999999,l4,landmarks/Hamlet/L1240_Whiz_ingame.jpg,landmarks/Hamlet/L1240_Whiz_reallife.jpg
L1241,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1594.978565247166,620.1368127882043,"1200 Euclid Ave, Miami Beach, FL 33139, USA",25.7830847,-80.1355526,,,
L1242,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1477.631,913.988,"Flamingo Park Handball Courts, Miami Beach, FL 33139, USA",25.7846749,-80.1377183,,,
L1243,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1452.131,902.238,"Flamingo Park Paddle/Racquetball Courts, 1300 Meridian Ave, Miami Beach, FL 33139, USA",25.7845684,-80.13808829999999,,,
L1244,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1462.576006315679,978.8447235473564,"Flamingo Park Baseball Stadium, 1435 Michigan Ave, Miami Beach, FL 33139, USA",25.7858458,-80.1378123,,,
L1245,?,Ocean Beach,Vice Beach,"?, Ocean Beach, Vice Beach",1869.8455054696808,-439.019386604225,"South Pointe Park, 1 Washington Ave, Miami Beach, FL 33139, USA",25.7635368,-80.1296706,public,,
L1246,?,,Vice-Dale County,"?, Vice-Dale County",765.9809999999999,18.08699999999999,"190 MacArthur Cswy, Miami Beach, FL 33139, USA",25.7716936,-80.15091919999999,,landmarks/Vice-Dale_County/L1246_unnamed_ingame.jpg,landmarks/Vice-Dale_County/L1246_unnamed_reallife.jpg
L1247,?,,Vice-Dale County,"?, Vice-Dale County",918.6860904898446,-27.624204826325354,"QVC2+99P Miami Beach, Florida, USA",25.7709625,-80.1490469,,landmarks/Vice-Dale_County/L1247_unnamed_ingame.jpg,landmarks/Vice-Dale_County/L1247_unnamed_reallife.jpg
L1248,?,,Vice-Dale County,"?, Vice-Dale County",793.9682614696774,-20.16453202221976,"FPL Miami Beach Plant, 158 Terminal Island, Miami Beach, FL 33139, USA",25.7713145,-80.1496772,,landmarks/Vice-Dale_County/L1248_unnamed_ingame.jpg,landmarks/Vice-Dale_County/L1248_unnamed_reallife.jpg
L1249,?,,Dalton Island,"?, Dalton Island",1406.5439777185534,-1213.2344479536869,"4522 Fisher Island Dr, Miami Beach, FL 33109, USA",25.7613989,-80.1449293,unconfirmed,,
L1250,?,,Dalton Island,"?, Dalton Island",1436.074171114466,-1251.6784294332374,"4523 Fisher Island Dr, Miami Beach, FL 33109, USA",25.7630427,-80.1480134,unconfirmed,,
L1251,?,,Dalton Island,"?, Dalton Island",1551.4142345355995,-1368.2720811993047,"2513 Fisher Island Dr, Miami Beach, FL 33109, USA",25.7589031,-80.1435634,unconfirmed,,
L1252,?,,Dalton Island,"?, Dalton Island",1972.2363438841303,-1478.0631524591813,"7772 Fisher Island Dr, Miami, FL 33109, USA",25.760504,-80.13668899999999,,,
L1253,?,,Dalton Island,"?, Dalton Island",1951.2495444699869,-1377.331304450087,"7634 Fisher Island Dr, Miami, FL 33109, USA",25.761199,-80.1365519,,,
L1254,?,,Dalton Island,"?, Dalton Island",2038.537208054926,-1328.659847796588,"7462 Fisher Island Dr, Miami, FL 33109, USA",25.7617,-80.13568599999999,,,
L1255,?,,Dalton Island,"?, Dalton Island",1717.2946925676242,-1262.1321346955951,"Fisher Island Market, 41210 Fisher Island Dr, Miami Beach, FL 33109, USA",25.7624857,-80.14403329999999,unconfirmed,,
L1256,?,,Dalton Island,"?, Dalton Island",1818.129621843807,-1276.5799018395028,"Vanderbilt Park, Fisher Island Dr, Miami Beach, FL 33109, USA",25.7607389,-80.1412095,,,
L1257,Tequesta Station,Tequesta,Vice City,"Tequesta Station, Tequesta, Vice City",-898.5449635119721,-1213.6575503288855,,,,transportation,,
L1258,?,Peacock Bay,Vice City,"?, Peacock Bay, Vice City",-942.8970000000002,-1862.7825,"Fresh Market, 2640 S Bayshore Dr, Miami, FL 33133, USA",25.730383,-80.23439599999999,l4,landmarks/Vice_City/L1258_unnamed_ingame.jpg,landmarks/Vice_City/L1258_unnamed_reallife.jpg
L1259,?,Peacock Bay,Vice City,"?, Peacock Bay, Vice City",-971.192,-1984.741,"Grove Key Marina, 3385 Pan American Dr, Miami, FL 33133, USA",25.7291862,-80.2344063,l4,landmarks/Vice_City/L1259_unnamed_ingame.jpg,landmarks/Vice_City/L1259_unnamed_reallife.jpg
L1260,?,Peacock Bay,Vice City,"?, Peacock Bay, Vice City",-990.3320000000001,-2041.8065,"3385 Pan American Dr, Miami, FL 33133, USA",25.7294804,-80.2345711,l4,landmarks/Vice_City/L1260_unnamed_ingame.jpg,
L1261,?,,Vice City,"?, Vice City",-1191.415684017279,-2420.3168957580456,,,,residential,,
L1262,?,,Vice City,"?, Vice City",-1267.2825879176482,-2398.1536261703764,,,,residential,landmarks/Vice_City/L1262_unnamed_ingame.jpg,
L1263,?,,Vice City,"?, Vice City",-1184.107626565389,-2686.7896040940627,,,,residential,landmarks/Vice_City/L1263_unnamed_ingame.jpg,
L1264,?,Peacock Bay,Vice City,"?, Peacock Bay, Vice City",-1485.8880000000004,-2504.02,"9195 Arvida Dr, Coral Gables, FL 33156, USA",25.6872771,-80.2680074,l4 residential,landmarks/Vice_City/L1264_unnamed_ingame.jpg,landmarks/Vice_City/L1264_unnamed_reallife.jpg
L1265,?,Tequesta,Vice City,"?, Tequesta, Vice City",,,"145 SW 8th St, Miami, FL 33130, USA",25.7665613,-80.19667969999999,l1,landmarks/Vice_City/L1265_unnamed_ingame.jpg,landmarks/Vice_City/L1265_unnamed_reallife.jpg
L1266,?,Salton,Vice City,"?, Salton, Vice City",-1562.645,-1041.013,"3275 NW 42nd Ave, Miami, FL 33142, USA",25.8044861,-80.2635214,l4,landmarks/Vice_City/L1266_unnamed_ingame.jpg,landmarks/Vice_City/L1266_unnamed_reallife.jpg
L1267,?,,Vice City,"?, Vice City",-1606.4965000000002,-946.7244999999999,"RP3P+FCX Miami Springs, Florida, USA",25.8037375,-80.2638906,l4,landmarks/Vice_City/L1267_unnamed_ingame.jpg,landmarks/Vice_City/L1267_unnamed_reallife.jpg
L1268,?,,Vice City,"?, Vice City",-1408.3618786044115,-657.4065022596618,"Gibson Park, 350 NW 13th St, Miami, FL 33136, USA",25.7865189,-80.2012214,unconfirmed,,
L1269,?,,Vice City,"?, Vice City",-1372.5186358660653,-599.6896183520909,,,,,,
L1270,?,,Vice City,"?, Vice City",-2231.6904350460723,12.141516262965752,"Delights Plus, 3401 NW 42nd Ave, Miami, FL 33142, USA",25.8052155,-80.2638581,,,
L1271,?,,Catalan Key,"?, Catalan Key",-112.39215538553412,-2349.6920517590106,"No Name Harbor, Florida 33149, USA",25.6767692,-80.16282489999999,unconfirmed,landmarks/Catalan_Key/L1271_unnamed_ingame.jpg,
L1272,?,,Vice City International Airport,"?, Vice City International Airport",-2123.7424518064067,-724.4238824712027,"Dolphin Parking Garage, Miami, FL 33126, USA",25.7958572,-80.276282,l4 transportation,landmarks/Vice_City_International_Airport/L1272_unnamed_ingame.jpg,landmarks/Vice_City_International_Airport/L1272_unnamed_reallife.jpg
L1273,?,,Vice City International Airport,"?, Vice City International Airport",-2125.806538438708,-839.4498011621849,"Flamingo Parking Garage, 2100 NW 42nd Ave, Miami, FL 33126, USA",25.7972683,-80.2782005,transportation,,landmarks/Vice_City_International_Airport/L1273_unnamed_reallife.jpg
L1274,?,,Vice City International Airport,"?, Vice City International Airport",-2151.988179930091,-778.7626628044483,"MIA Mover Station, Doral, FL 33126, USA",25.7951307,-80.2768416,transportation unconfirmed,,landmarks/Vice_City_International_Airport/L1274_unnamed_reallife.jpg
L1275,?,,Vice City International Airport,"?, Vice City International Airport",-2781.0425039326165,-495.80462348080255,,,,,,
L1276,?,,Vice City International Airport,"?, Vice City International Airport",-2378.6305579061636,-1044.7187455607261,,,,,,
L1277,?,Stockyard,Vice City,"?, Stockyard, Vice City",-348.7132117427153,1900.5803600780494,"3620 NE 2nd Ave, Miami, FL 33137, USA",25.8110609,-80.191484,l4,landmarks/Vice_City/L1277_unnamed_ingame.jpg,landmarks/Vice_City/L1277_unnamed_reallife.jpg
L1278,?,Stockyard,Vice City,"?, Stockyard, Vice City",-446.7173599527738,1764.256574052018,"410 NW 25th St, Miami, FL 33127, USA",25.8005543,-80.2024843,l1,landmarks/Vice_City/L1278_unnamed_ingame.jpg,landmarks/Vice_City/L1278_unnamed_reallife.jpg
L1279,?,Downtown,Vice City,"?, Downtown, Vice City",-830.056,65.78950000000003,"Government Center Station, 111 NW 1st St, Miami, FL 33132, USA",25.7760499,-80.1964857,l4 transportation unconfirmed,landmarks/Vice_City/L1279_unnamed_ingame.jpg,
L1280,?,,Rialto Islands,"?, Rialto Islands",774.7065432204432,1380.2468605720283,,,,residential,,
L1281,?,,Rialto Islands,"?, Rialto Islands",826.5826512872592,1396.6123406114323,,,,residential,,
L1282,?,,Rialto Islands,"?, Rialto Islands",874.6718644037372,1409.867343488179,,,,residential,,
L1283,?,,Rialto Islands,"?, Rialto Islands",919.8534386388061,1421.4691708452265,,,,residential,,
L1284,?,,Rialto Islands,"?, Rialto Islands",615.7576882784116,1019.1958700228919,"212 W Dilido Dr, Miami Beach, FL 33139, USA",25.7887213,-80.1596821,reused,landmarks/Rialto_Islands/L1284_unnamed_ingame.jpg,landmarks/Rialto_Islands/L1284_unnamed_reallife.jpg
L1285,?,,Gloriana Key,"?, Gloriana Key",744.6908372445926,-1738.6144628870545,"Marine Stadium Harbor, PRVJ+PP, Miami, FL 33149, USA",25.7443253,-80.1681918,,,landmarks/Gloriana_Key/L1285_unnamed_reallife.jpg
L1286,?,,Vice Beach,"?, Vice Beach",1449.647,2022.3919999999998,"1170 Kane Concourse, Bay Harbor Islands, FL 33154, USA",25.8863569,-80.1329818,l1 unconfirmed,landmarks/Vice_Beach/L1286_unnamed_ingame.jpg,landmarks/Vice_Beach/L1286_unnamed_reallife.jpg
L1287,?,,Vice City,"?, Vice City",-1613.839,-218.089,,,,,,
L1288,?,,Vice City International Airport,"?, Vice City International Airport",-2153.2830320144376,-1110.2737132347245,,,,,,
L1289,Runway,,Vice City International Airport,"Runway, Vice City International Airport",-2860.2552359470983,-273.3122546843006,"RP27+HR5 Miami Springs, Florida, USA",25.8013875,-80.2853906,,,
L1290,Runway,,Vice City International Airport,"Runway, Vice City International Airport",-2851.899416882231,-1040.8777919232268,"QPV6+52P Miami, Florida, USA",25.7929625,-80.2899219,,,
L1291,?,,Vice City International Airport,"?, Vice City International Airport",-3030.7475626637943,-1147.3576249013038,"National Airport Services, 6025 NW 18th St Bldg 716E, Miami, FL 33126, USA",25.791568,-80.29434909999999,transportation unconfirmed,,landmarks/Vice_City_International_Airport/L1291_unnamed_reallife.jpg
L1292,?,Downtown,Vice City,"?, Catalan Blvd, Downtown, Vice City",-473.82399999999996,-115.53950000000003,"New World Tower, 250 Biscayne Blvd, Miami, FL 33148, USA",25.7758125,-80.1882476,,landmarks/Vice_City/L1292_unnamed_ingame.jpg,landmarks/Vice_City/L1292_unnamed_reallife.jpg
L1293,?,Ocean Beach,Vice Beach,"?, Shorefront Ave, Ocean Beach, Vice Beach",1494.949,400.15599999999995,"Miami Beach Police Department, 1100 Washington Ave, Miami Beach, FL 33139, USA",25.7823112,-80.1332223,government,landmarks/Vice_Beach/L1293_unnamed_ingame.jpg,landmarks/Vice_Beach/L1293_unnamed_reallife.jpg
L1294,?,,Mariana County,"?, Mariana County",-4021.2305695756486,-4440.761126572366,,,,,landmarks/Mariana_County/L1294_unnamed_ingame.jpg,
L1295,?,,Mariana County,"?, Mariana County",,,,,,,landmarks/Mariana_County/L1295_unnamed_ingame.jpg,
L1296,?,Tequesta,Vice City,"?, Tequesta, Vice City",-474.34699999999975,-759.656,"Miami Circle National Historic Landmark, 401 Brickell Ave, Miami, FL 33131, USA",25.7694512,-80.1889471,landmark unconfirmed,landmarks/Vice_City/L1296_unnamed_ingame.jpg,landmarks/Vice_City/L1296_unnamed_reallife.jpg
L1297,?,,Mariana County,"?, Mariana County",-6144.906,-7002.377,"MP42+3XP Big Pine Key, Florida, USA",24.6552125,-81.2975469,,landmarks/Mariana_County/L1297_unnamed_ingame.jpg,landmarks/Mariana_County/L1297_unnamed_reallife.jpg
L1298,?,,Mariana County,"?, Mariana County",-5245.0895,-7383.0625,,,,,landmarks/Mariana_County/L1298_unnamed_ingame.jpg,
L1299,?,,Mariana County,"?, Mariana County",-5139.451,-7351.969499999999,"MP4C+5G7 Big Pine Key, Florida, USA",24.6554125,-81.2787031,,landmarks/Mariana_County/L1299_unnamed_ingame.jpg,landmarks/Mariana_County/L1299_unnamed_reallife.jpg
L1300,?,,Mariana County,"?, Mariana County",-5194.926,-7289.2955,"MP4C+52J Big Pine Key, Florida, USA",24.6554625,-81.27998439999999,,landmarks/Mariana_County/L1300_unnamed_ingame.jpg,landmarks/Mariana_County/L1300_unnamed_reallife.jpg
L1301,?,,Mariana County,"?, Mariana County",-4868.505999999999,-7298.6849999999995,"MP5G+W64 Big Pine Key, Florida, USA",24.6597625,-81.2744219,,landmarks/Mariana_County/L1301_unnamed_ingame.jpg,landmarks/Mariana_County/L1301_unnamed_reallife.jpg
L1302,?,,Mariana County,"?, Mariana County",-5024.015156465802,-7245.918697912517,"Calusa Beach & Loggerhead Beach, Big Pine Key, FL 33043, USA",24.6556655,-81.27982229999999,natural,landmarks/Mariana_County/L1302_unnamed_ingame.jpg,
L1303,Parking Lot,,Hamlet,"Parking Lot, Hamlet",-2543.966736241715,-3290.507703355427,"403 N Krome Ave, Homestead, FL 33030, USA",25.473793,-80.477081,l1,landmarks/Hamlet/L1303_Parking_Lot_ingame.jpg,
L1304,?,,Port Gellhorn,"?, Port Gellhorn",-6632.377,2433.131,"CJXV+R7G Sebring, Florida, USA",27.4495625,-81.35679689999999,,,landmarks/Port_Gellhorn/L1304_unnamed_reallife.jpg
L1305,?,,Mariana County,"?, Mariana County",-4095.196038985431,-4484.284404651692,,,,,landmarks/Mariana_County/L1305_unnamed_ingame.jpg,
L1306,?,,Port Gellhorn,"?, Port Gellhorn",-6783.859,2337.812,"Don Panoz Gallery of Legends, CJXV+VX4 Sebring, Florida, USA",27.4496375,-81.35504689999999,l1,landmarks/Port_Gellhorn/L1306_unnamed_ingame.jpg,landmarks/Port_Gellhorn/L1306_unnamed_reallife.jpg
L1307,?,,Port Gellhorn,"?, Port Gellhorn",-6737.859,2497.562,"CJXW+MJM Sebring, Florida, USA",27.4492125,-81.35345310000001,unconfirmed,,
L1308,?,,Port Gellhorn,"?, Port Gellhorn",-6625.344,2376.739,"200 Paddock Wy, Sebring, FL 33876, USA",27.4495936,-81.356217,,,landmarks/Port_Gellhorn/L1308_unnamed_reallife.jpg
L1309,Golf Carts,,Port Gellhorn,"Golf Carts, Port Gellhorn",-6683.209794924644,2465.2745995778396,"CJXV+M84 Sebring, Florida, USA",27.4491375,-81.3566719,l1,landmarks/Port_Gellhorn/L1309_Golf_Carts_ingame.jpg,landmarks/Port_Gellhorn/L1309_Golf_Carts_reallife.jpg
L1310,Canal,,Leonard County,"Canal, Leonard County",-557.3288048291643,3883.7559666225397,"St. Lucie Canal, Florida, USA",27.05000155605248,-80.44916188093116,natural unconfirmed,,
L1311,Canal,,Vice Beach,"Canal, Vice Beach",1635.0331017629767,1552.790825549183,"Collins Canal, Miami Beach, FL, USA",25.79601971899875,-80.13622846991152,natural,,
